geneid	chr	left	right
AGPAT9	chr4	84676248	84746052
AGPS	chr2	177965731	178112409
AGR2	chr7	16797963	16811133
AGR3	chr7	16865554	16888138
AGRN	chr1	945366	981355
AGRP	chr16	66073978	66075217
AGT	chr1	228904897	228916564
AGTPBP1	chr9	87351275	87546709
AGTR1	chr3	149898348	149943478
AGTR2	chrX	115215986	115220248
AGTRAP	chr1	11718729	11733412
AGXT	chr2	241456835	241467210
AGXT2	chr5	35033965	35083780
AGXT2L1	chr4	109882657	109903658
AGXT2L2	chr5	177568197	177592392
AHCTF1	chr1	245069027	245162122
AHCY	chr20	32331737	32354811
AHCYL1	chr1	110328831	110374500
AHCYL2	chr7	128652100	128857287
AHDC1	chr1	27733133	27803275
AHI1	chr6	135646818	135865474
AHNAK	chr11	61957592	62070908
AHNAK2	chr14	104474636	104515739
AHR	chr7	17304832	17352294
AHSA1	chr14	76994155	77005560
AHSA2	chr2	61258088	61269564
AHSG	chr3	187813544	187821799
AICDA	chr12	8646029	8656706
AIDA	chr1	220907980	220952487
AIF1	chr6	31690987	31692770
AIFM1	chrX	129091018	129127489
AIFM2	chr10	71527985	71553864
AIFM3	chr22	19649434	19665649
AIG1	chr6	143423716	143703134
AIM1	chr6	107066423	107125028
AIM1L	chr1	26520937	26542929
AIM2	chr1	157298665	157313180
AIP	chr11	67007097	67015150
AIPL1	chr17	6267784	6279243
AIRE	chr21	44530191	44542530
AJ239329.2	chrX	37236164	37236866
AJAP1	chr1	4614965	4743711
AK1	chr9	129668580	129679843
AK2	chr1	33246173	33275079
AK3	chr9	4701158	4731227
AK3L1	chr1	65386474	65470407
AK5	chr1	77520324	77798238
AK7	chr14	95928201	96024866
AKAP1	chr17	52517552	52553709
AKAP10	chr17	19749344	19821721
AKAP11	chr13	41744289	41795402
AKAP12	chr6	151603202	151719601
AKAP13	chr15	83724875	84093590
AKAP14	chrX	118913828	118938703
AKAP2	chr9	111582398	111974608
AKAP3	chr12	4594938	4624604
AKAP4	chrX	49842146	49852404
AKAP5	chr14	64004866	64016821
AKAP6	chr14	31868274	32372018
AKAP7	chr6	131508154	131646366
AKAP8	chr19	15325341	15351603
AKAP8L	chr19	15351862	15390799
AKAP9	chr7	91408128	91577925
AKIRIN1	chr1	39229504	39257279
AKIRIN2	chr6	88441696	88468645
AKNA	chr9	116136257	116196506
AKR1A1	chr1	45789085	45808307
AKR1B1	chr7	133777649	133794428
AKR1B10	chr7	133862884	133876693
AKR1C1	chr10	4995566	5010445
AKR1C2	chr10	5021966	5050207
AKR1C3	chr10	5126583	5139878
AKR1C4	chr10	5227426	5250912
AKR1CL1	chr10	5186335	5217144
AKR1CL2	chr10	4858402	4880249
AKR1D1	chr7	137411736	137453590
AKR7A2	chr1	19503051	19511227
AKR7A3	chr1	19481644	19487867
AKT1	chr14	104306734	104333125
AKT1S1	chr19	55064115	55073097
AKT2	chr19	45428064	45483105
AKT3	chr1	241718158	242073180
AL008729.1	chr6	13387506	13403797
AL008733.10	chr1	2970496	2974193
AL021393.1	chr22	27780183	27783442
AL021453.1	chr22	40557165	40560615
AL021920.1-202	chr1	16953992	16963562
AL021920.1-203	chr1	16933034	16933543
AL022162.1	chrX	128502018	128554209
AL022313.1	chr22	35262645	35263597
AL022316.2	chr22	41106357	41158345
AL022320.23	chr22	37308120	37382580
AL022328.21	chr22	48981535	48998172
AL022398.1	chr1	208008563	208019621
AL023807.6	chr6	17986664	17990588
AL023882.4	chr16	795444	803862
AL031003.1	chr6	138704094	138704448
AL031282.1	chr1	1557423	1623109
AL031289.1	chr1	40929882	40930268
AL031587.3-201	chr22	36715598	36734810
AL031587.3-202	chr22	36758118	36760181
AL031594.9	chr22	39295238	39295914
AL031595.4	chr22	42970880	43040064
AL031596.7	chr22	27609890	27610368
AL031686.2	chr20	44553157	44554590
AL032819.32-201	chr16	1422503	1423399
AL032819.32-202	chr16	1409945	1419346
AL033381.2-201	chr6	1025164	1050181
AL033381.2-202	chr6	1014298	1014478
AL033383.26	chr6	3965544	3971555
AL033529.25	chr1	32708813	32774716
AL034369.1	chrX	107513285	107513877
AL034376.10	chr6	4555845	4557151
AL034485.16	chrX	103103880	103118248
AL035106.28	chr20	46752734	46753388
AL035413.19	chr1	19465065	19473022
AL035587.5	chr6	42966199	42966504
AL035653.12	chr6	5048887	5054467
AL035696.14	chr6	148313	151392
AL035704.9	chr1	23152129	23162300
AL049647.7	chr20	19170946	19213240
AL049742.8	chr1	144801492	144801953
AL049775.2	chr14	85061230	85066085
AL049778.3	chr14	53938646	53968772
AL049829.14	chr14	22724365	22812454
AL049872.3	chr14	91576287	91576617
AL050302.2	chr21	13678441	13682132
AL050329.12	chr6	64488451	64489650
AL078621.19-201	chr2	114016065	114037344
AL078621.19-202	chr2	114131920	114132934
AL078621.19-203	chr2	114141526	114142671
AL079303.3	chr14	36186046	36188628
AL079342.17	chr6	89730965	89733404
AL080249.26	chr20	36482658	36497171
AL109758.3	chr14	49620119	49629111
AL109827.8	chr20	33653836	33658824
AL109844.14-202	chrNT_113874	93088	93471
AL109844.14-203	chrNT_113874	94675	111366
AL109918.25	chr6	52630130	52630411
AL109922.9-201	chr6	65771073	65771147
AL109922.9-202	chr6	65764193	65764315
AL109935.39	chr20	5428977	5433259
AL109947.19	chr6	109955525	109978433
AL109948.9-201	chr1	147717079	147726172
AL109948.9-202	chr1	147665423	147665626
AL109948.9-203	chr1	147635968	147644763
AL109955.37	chr20	55400045	55417786
AL109965.34	chr20	33961836	33964645
AL109966.36	chr1	119949380	119949523
AL110504.6	chr14	99051268	99140049
AL117190.6-201	chr14	100366695	100397111
AL117190.6-202	chr14	100393335	100397108
AL117190.6-203	chr14	100369059	100397111
AL117340.3	chr10	31691734	31692759
AL117372.35	chr20	58772642	58772981
AL117692.5-201	chr14	49529233	49542987
AL117692.5-202	chr14	49518180	49543988
AL121673.41	chr20	61111180	61182290
AL121675.36	chr20	4071877	4072069
AL121749.14	chr10	35936460	35937086
AL121751.12	chr20	29472903	29475331
AL121762.13	chr20	28127247	28134874
AL121789.38	chr6	165993547	165996032
AL121796.17	chr4	3548394	3562510
AL121809.6-201	chr14	44665321	44670589
AL121809.6-202	chr14	44638408	44640897
AL121827.33-201	chr20	61497274	61497672
AL121827.33-202	chr20	61461784	61472973
AL121883.17	chrX	100739145	100739705
AL121894.26	chr20	23447783	23474450
AL121896.11	chr20	20387343	20394222
AL121901.20	chr20	31245072	31261921
AL121918.26	chr20	58326032	58332992
AL121991.50	chr1	32470101	32478420
AL122001.32	chr1	46580095	46600451
AL122020.5	chr14	90302620	90303125
AL132661.32	chr6	166321105	166323093
AL132795.12	chr6	117053900	117054691
AL132800.4	chr14	23955209	23957388
AL132868.24	chr4	2013352	2015488
AL133216.10-201	chr10	38711957	38728662
AL133216.10-203	chr10	38777208	38780939
AL133351.34-201	chr6	2968296	2968856
AL133351.34-202	chr6	2933881	2936302
AL133375.25	chr6	43257900	43300303
AL133410.32	chr9	35742990	35744278
AL133414.4-201	chrNT_113949	7897	19915
AL133414.4-202	chrNT_113949	57208	72232
AL133414.4-203	chrNT_113949	136712	156298
AL133445.4	chr14	69037400	69064862
AL133466.22	chr20	23918447	23928918
AL133476.17	chr9	35396765	35473026
AL135911.16	chr6	105494745	105495095
AL135925.10	chr10	81591094	81600608
AL135932.7	chr11	30921325	31347933
AL135998.6-201	chr14	22303034	22303174
AL135998.6-202	chr14	22356303	22361590
AL136001.6	chr14	103629306	103648101
AL136038.5	chr14	63104439	63104780
AL136040.5	chr14	80782391	80782660
AL136097.10	chr9	93979281	93991641
AL136115.21	chr1	32151761	32153332
AL136139.6	chr6	11211913	11213529
AL136164.8	chr6	72141263	72148366
AL136218.26	chr13	48905496	48918555
AL136219.17	chr13	20846461	20847329
AL136295.17	chr14	23670515	23671898
AL136295.3	chr14	23753002	23755081
AL136362.10	chrX	91241192	91246834
AL136368.24-201	chr10	112531297	112533175
AL136368.24-202	chr10	112394203	112530825
AL136376.10	chr1	116748859	116762720
AL136419.3	chr14	23477780	23479036
AL136982.11	chr10	88743169	88774465
AL137001.23	chr13	18498138	18504764
AL137002.19	chr13	112794931	112800630
AL137003.12	chr6	16845064	16869700
AL137024.27	chr9	118202519	118204420
AL137058.8-201	chr13	52089606	52115920
AL137058.8-202	chr13	51961129	52059223
AL137145.13-201	chr10	6432284	6434729
AL137145.13-202	chr10	6359656	6417944
AL137226.3	chr14	35910121	35911325
AL137229.4	chr14	101884376	101899006
AL137246.16	chr13	102330450	102346384
AL137798.8-202	chr1	16828752	16843765
AL137798.8-203	chr1	16872085	16872594
AL137857.29	chr1	30963926	30972178
AL138715.11	chr13	17939989	17957578
AL138795.21-201	chr1	148532909	148547410
AL138795.21-204	chr1	148540272	148550873
AL138796.6-201	chr1	143523101	143541658
AL138796.6-202	chr1	143326471	143541658
AL138815.6	chr13	25340061	25353095
AL138847.14	chr1	62827012	62860865
AL138921.14	chr10	101931266	101932026
AL139008.10-201	chr9	33628035	33628519
AL139008.10-202	chr9	33619138	33619587
AL139008.10-203	chr9	33607801	33608504
AL139010.29	chr1	156332861	156333576
AL139099.3	chr14	49113809	49122844
AL139130.28	chr1	154648275	154665845
AL139136.17	chr1	195745397	196011060
AL139139.9	chr1	87370273	87371306
AL139188.14	chr13	29408042	29422625
AL139260.19	chr1	39124065	39138479
AL139275.30	chr6	40420062	40431723
AL139287.24	chr1	1250006	1254139
AL139288.15	chr1	226764749	226766627
AL139326.15	chr13	45013433	45087875
AL139327.18	chr13	18657362	18659644
AL139331.19	chr6	41683843	41687315
AL139333.10	chr6	83839411	83839573
AL139344.24	chr1	180685904	180724126
AL139349.36	chr20	56725827	56727694
AL139352.16	chr20	42718510	42733725
AL139377.8	chr13	35818569	35840547
AL139801.17	chr13	45815103	45910326
AL157394.15	chr10	90682421	90689711
AL157769.12	chr13	102179802	102181130
AL157791.4	chr14	38909477	38909656
AL157819.15	chr13	45252421	45323847
AL157838.24	chr20	51602716	51625254
AL157888.16-201	chr10	126905270	126905812
AL157888.16-202	chr10	126845236	126846677
AL157945.21	chr1	1374932	1394342
AL158055.12	chrX	51166507	51168427
AL158066.12-201	chr13	51725879	51726881
AL158066.12-202	chr13	51691566	51761989
AL158068.18	chr4	2220991	2233621
AL158140.9	chrX	79414226	79477519
AL158151.16	chr9	130978871	131012670
AL158154.28-201	chr9	83733218	83739733
AL158154.28-202	chr9	83718172	83724661
AL158154.28-203	chr9	83718273	83724661
AL158164.15	chr10	17481107	17492636
AL158205.12	chr9	88953379	88964461
AL158212.15	chr10	114604317	114604857
AL158825.12	chr9	76709393	76709761
AL158835.11	chr10	127435342	127435655
AL159167.23-201	chr9	97774970	97816670
AL159167.23-202	chr9	97772706	97774767
AL159169.14	chr9	14545513	14683474
AL159987.19	chrX	55697879	55700123
AL160264.22	chr6	37081409	37104386
AL160279.21	chr9	89563922	89664134
AL161645.14-201	chr10	135117422	135131941
AL161645.14-202	chr10	135084161	135088111
AL161645.14-203	chr10	135121772	135129383
AL161651.13	chr10	30693268	30700842
AL161662.6	chr14	89807959	89811638
AL161668.6-201	chr14	20608367	20627876
AL161668.6-202	chr14	20646042	20654701
AL161756.6	chr14	63872306	63875070
AL161911.17	chr9	122600367	122601666
AL161915.8	chr1	54342556	54344338
AL162231.20-201	chr9	34820265	34828528
AL162231.20-202	chr9	34655027	34656025
AL162231.20-203	chr9	34713229	34716273
AL162231.20-204	chr9	34716490	34719480
AL162293.22	chr20	35738726	35745050
AL162377.10	chr13	51285484	51317287
AL162431.17-201	chr1	179208318	179216491
AL162431.17-202	chr1	179179798	179212241
AL162458.10-201	chr20	43996577	43996984
AL162458.10-203	chr20	44075548	44084119
AL162614.25	chr11	31258589	31259103
AL162724.16	chr9	126072206	126074351
AL163537.11	chr13	91630927	91632886
AL163540.11-201	chrNT_113961	86263	91887
AL163540.11-202	chrNT_113961	103462	149698
AL163872.2	chr14	97168775	97222748
AL352979.4	chr14	52479391	52483939
AL353354.36-201	chr1	28399600	28399739
AL353354.36-202	chr1	28392629	28393024
AL353588.25	chr6	44346871	44353951
AL353597.20	chr6	37583102	37617144
AL353652.17-201	chr13	56639332	56642353
AL353652.17-202	chr13	56632767	56635788
AL353652.17-203	chr13	56626196	56629217
AL353652.17-204	chr13	56619623	56622644
AL353652.17-205	chr13	56613053	56616074
AL353654.29	chr6	76910	89885
AL353658.33	chr20	61537798	61542083
AL353715.21	chr20	61741505	61755224
AL353716.18	chr6	42836192	43032473
AL353732.14-201	chr9	21444270	21549697
AL353732.14-202	chr9	21471067	21471693
AL353795.13	chr9	35137398	35139181
AL353997.3-201	chr17	18341485	18345074
AL353997.3-203	chr17	18264372	18269134
AL353997.3-205	chr17	18255198	18258419
AL353997.5	chr17	18270966	18275887
AL353999.2	chrX	72074728	72075523
AL354776.15	chr20	56240232	56317901
AL354798.13	chr13	24405457	24440610
AL354822.8	chrNT_113889	38792	97421
AL354836.13	chr20	60240411	60244750
AL354861.11	chr9	97561303	97677583
AL354865.9	chrX	56772443	56860727
AL354889.14	chr20	48342664	48364863
AL354898.10-201	chr9	132294374	132299329
AL354898.10-203	chr9	132295490	132299329
AL354917.8	chr9	102380157	102389992
AL354951.7	chr10	111692408	111755788
AL354984.17	chr20	55965588	55968122
AL355075.6	chr14	20017966	20018190
AL355076.5-202	chr14	64805300	64807938
AL355076.5-203	chr14	64803109	64804170
AL355097.5	chr14	97285354	97298921
AL355149.13	chr1	16734842	16737256
AL355336.15	chr6	7052562	7053218
AL355388.30	chr1	154308428	154318413
AL355390.4	chr13	73885095	73891253
AL355392.7-201	chr20	31399202	31401738
AL355392.7-202	chr20	31404105	31405857
AL355615.12	chr6	86443521	86445157
AL355773.4	chr14	55302716	55304187
AL355864.7	chr1	33218133	33218660
AL355922.4	chr14	20457641	20458120
AL355985.18	chr9	83793507	83799986
AL355987.31	chr9	138810623	138822013
AL356123.21-201	chr6	167824221	167839819
AL356123.21-202	chr6	167810373	167822736
AL356155.10	chr10	97723776	97782422
AL356414.11	chr20	3998799	4003812
AL356454.15	chr6	65359745	65392891
AL356489.14	chr9	33639098	33652705
AL356585.7-201	chrNT_113923	65023	65919
AL356585.7-204	chrNT_113923	47424	58987
AL356585.7-205	chrNT_113923	82145	100313
AL356791.9	chr9	26056673	26108406
AL356863.12	chr13	37828931	37830519
AL357150.7	chr1	96917018	96935139
AL357493.8-201	chr1	120707519	120708498
AL357493.8-202	chr1	120638912	120639295
AL357493.8-203	chr1	120620271	120620474
AL357673.12-201	chr1	54424415	54438273
AL357673.12-202	chr1	54410619	54422586
AL357912.10	chr1	223340010	223351568
AL358777.12	chr6	10779641	10802828
AL358790.22	chr10	104582499	104584249
AL358813.13	chr1	147942694	147943203
AL359075.15	chr1	176267305	176273708
AL359079.15	chrX	109305763	109307556
AL359195.24	chr10	82000961	82003857
AL359259.18	chr1	235130884	235131321
AL359392.9	chr13	75343188	75355948
AL359538.8	chr13	24052346	24069808
AL359551.13	chr1	236710323	236715947
AL359649.8	chr13	111038639	111122956
AL359712.12	chr6	109664510	109698910
AL359736.19	chr13	23632861	23696936
AL359846.11	chr9	106524437	106525373
AL359853.18	chr1	178100200	178113539
AL359878.13	chr10	1007097	1024281
AL359955.25	chr9	69137176	69137430
AL360004.22	chr9	131942710	131946319
AL360181.37	chr10	134987901	134988239
AL365190.16	chr9	83464846	83465158
AL365202.19	chr9	3442305	3459181
AL365217.10	chr6	66062372	66069625
AL365277.23	chr1	39760545	39763944
AL390294.19	chr10	8132419	8135453
AL390719.47-201	chr1	1098299	1104798
AL390719.47-202	chr1	1007068	1041338
AL390719.47-203	chr1	988308	994570
AL390728.37	chr1	245341436	245342149
AL390778.31	chr9	137213276	137218973
AL390816.4	chr14	61653950	61666105
AL391001.12	chr1	162861897	162918320
AL391056.25	chr9	131291741	131325878
AL391099.12-201	chr10	42223630	42287696
AL391099.12-202	chr10	42290997	42310790
AL391137.11-201	chr10	46571369	46571854
AL391137.11-202	chr10	46597241	46601686
AL391152.3	chr14	56741641	56743044
AL391244.11	chr1	1351371	1353030
AL391382.10	chr13	18288632	18298916
AL391421.27	chr10	79296639	79299374
AL391628.18	chr1	225151212	225153888
AL392043.21	chr10	134529535	134543041
AL392044.7	chr9	71957870	71977559
AL441988.11	chr20	28225540	28228200
AL442003.8-201	chr10	51401190	51403098
AL442003.8-202	chr10	51398379	51398687
AL445143.2	chr13	39816168	39932478
AL445212.9	chr13	31775837	31784062
AL445238.12	chr13	63300981	63316259
AL445309.13	chr6	3200327	3213013
AL445665.20	chr9	68940083	68945535
AL445677.1	chr6	64530281	64632210
AL445985.10-201	chr13	23379423	23421454
AL445985.10-202	chr13	23361028	23364237
AL445985.10-203	chr13	23363428	23374794
AL449043.16	chr9	10769	30682
AL449266.17	chr1	109201362	109202667
AL450307.18	chr10	133454724	133472193
AL450324.10	chr6	65579997	65589548
AL450386.17	chr10	1558940	1567868
AL450394.9	chr6	65824229	65824339
AL450447.9	chr13	77133434	77134537
AL450998.19	chr1	16033561	16047229
AL451069.34	chr10	134087172	134094155
AL451074.13	chr1	163934611	163945821
AL451139.40	chr1	26543492	26553174
AL512274.9	chr6	42183124	42218335
AL512506.8	chr13	43278332	43419626
AL512605.13	chr9	69473030	69504683
AL512631.11	chr10	11693306	11694231
AL512662.8-201	chr10	81654634	81700761
AL512662.8-203	chr10	81670063	81672771
AL512802.2	chr14	104478985	104490816
AL513007.5	chrX	73723307	73723710
AL513202.22	chr1	111624669	111630252
AL513205.8	chr1	157044813	157045749
AL513478.10	chr9	43062297	43079862
AL513497.21	chr1	28745256	28751297
AL513523.33	chr1	152013807	152014350
AL583842.40-201	chr1	141562168	141656128
AL583842.40-202	chr1	141632236	141632463
AL589182.4-202	chr14	19058694	19090272
AL589182.4-203	chr14	18961097	18995329
AL589743.4-201	chr14	18754782	18757529
AL589743.4-203	chr14	18720037	18754290
AL589745.8	chr13	43615679	43633393
AL589765.19	chr1	149949533	149968694
AL589787.16	chr10	128104489	128139516
AL589794.7	chr10	52089296	52089787
AL589843.9	chr9	98531217	98531690
AL589931.14	chr6	159182148	159198654
AL590069.5	chrX	101501972	101613388
AL590131.8	chrX	130019897	130051534
AL590244.5	chr6	49575630	49602565
AL590303.9	chr6	118100669	118103140
AL590325.10	chrX	134083233	134085064
AL590378.5	chr10	19532671	19538622
AL590399.4	chr9	46525761	46528123
AL590485.7	chr6	149309345	149311970
AL590609.15	chr1	24206958	24207596
AL590624.8	chr1	179472147	179474363
AL590627.25	chr9	139798346	139802679
AL590644.14	chr1	17388865	17396699
AL590714.27	chr1	159471449	159475822
AL590763.2-201	chrX	70628887	70667100
AL590763.2-202	chrX	70596245	70668949
AL590822.36	chr1	2103093	2105174
AL591025.8	chr6	158967459	158969310
AL591063.6	chr6	40454054	40455616
AL591069.5	chr6	160793453	160824252
AL591379.18	chr9	66766441	66770802
AL591385.7	chr9	68131062	68199726
AL591424.12	chr9	140189246	140191570
AL591500.6	chr6	78457108	78689776
AL591684.7-201	chr10	47805882	47857580
AL591684.7-202	chr10	47875285	47899205
AL591845.27-201	chr1	36561922	36567405
AL591845.27-202	chr1	36544785	36546358
AL591893.9	chr1	150318579	150319682
AL592166.16	chr1	45046877	45052185
AL592207.9	chr1	146354049	146364417
AL592284.10	chr1	143323661	143323861
AL592464.24	chr1	2775209	2970210
AL592525.10	chr9	40297346	40329528
AL592528.1	chr21	46072303	46080761
AL596114.10	chr13	28948685	28959887
AL603764.27	chr10	124426249	124428539
AL603832.28	chr1	113164319	113194788
AL603965.10-201	chr10	47178313	47199024
AL603965.10-202	chr10	47216968	47240877
AL603966.9-201	chr10	48942352	49018482
AL603966.9-202	chr10	48887962	48909695
AL603966.9-203	chr10	48873392	48877823
AL604028.15	chr1	45938938	45943778
AL606514.3	chr13	44936983	44937453
AL606534.15	chr1	241283859	241285412
AL611925.27	chr9	139882198	139906843
AL626787.9	chr1	164294696	164295091
AL627107.32-201	chr13	44813480	44863616
AL627107.32-202	chr13	44859720	44863610
AL627171.1	chr14	49370560	49381302
AL645568.9	chr1	171653711	171697124
AL645922.11-201	chr6	32085771	32088297
AL645922.11-202	chr6	32081391	32116942
AL645924.13	chr4	2390499	2400843
AL645933.8	chr6	31475540	31491071
AL645935.7-201	chrc6_COX	30079645	30082923
AL645935.7-202	chrc6_COX	30045841	30050463
AL645935.7-209	chrc6_COX	30032878	30033480
AL645939.6-202	chr6	29867662	29873559
AL645939.6-204	chr6	29802359	29824805
AL645940.4	chr6	33188206	33194904
AL662782.3	chr6	30335353	30342707
AL662796.6	chr6	32518653	32518851
AL662797.7	chr6	30888622	30906415
AL662822.4-201	chrc6_COX	30646252	30662050
AL662822.4-202	chrc6_COX	30594358	30599096
AL662824.9-201	chrc6_COX	33199165	33228982
AL662824.9-202	chrc6_COX	33237307	33240920
AL662824.9-203	chrc6_COX	33230071	33237169
AL662824.9-204	chrc6_COX	33112799	33123963
AL662824.9-205	chrc6_COX	33101396	33110449
AL662825.5-201	chrc6_COX	30705280	30722124
AL662825.5-202	chrc6_COX	30676254	30696305
AL662825.5-203	chrc6_COX	30661762	30668599
AL662826.11-201	chrc6_COX	29667249	29739675
AL662826.11-202	chrc6_COX	29699091	29700674
AL662826.11-203	chrc6_COX	29667268	29671562
AL662827.3-201	chrc6_COX	33315565	33325988
AL662827.3-202	chrc6_COX	33313589	33315282
AL662827.3-203	chrc6_COX	33355019	33359479
AL662827.3-204	chrc6_COX	33350877	33354197
AL662827.3-205	chrc6_COX	33336155	33350846
AL662827.3-206	chrc6_COX	33328115	33335785
AL662827.3-207	chrc6_COX	33326236	33334862
AL662827.3-208	chrc6_COX	33308467	33312967
AL662828.5-201	chrc6_COX	32178753	32191740
AL662828.5-202	chrc6_COX	32101776	32105120
AL662828.5-203	chrc6_COX	32192194	32193778
AL662828.5-204	chrc6_COX	32231720	32241604
AL662828.5-205	chrc6_COX	32217019	32227182
AL662828.5-206	chrc6_COX	32211852	32216578
AL662828.5-207	chrc6_COX	32228091	32231789
