geneid	chr	left	right
ENO2	chr12	7023491	7032859
ENO3	chr17	4851547	4858515
ENO4	chr10	118618545	118671299
ENOPH1	chr4	83351715	83382244
ENOSF1	chr18	672546	712662
ENOX1	chr13	43787654	44361044
ENOX2	chrX	129757350	130037208
ENPEP	chr4	111397229	111486441
ENPP1	chr6	132129156	132216295
ENPP2	chr8	120569326	120685693
ENPP3	chr6	131949601	132068553
ENPP4	chr6	46097730	46114436
ENPP5	chr6	46126924	46138708
ENPP6	chr4	185009859	185139114
ENPP7	chr17	77704681	77716021
ENSA	chr1	150573327	150602042
ENTHD1	chr22	40139049	40289794
ENTHD2	chr17	79202077	79212891
ENTPD1	chr10	97471536	97629452
ENTPD2	chr9	139942550	139948497
ENTPD3	chr3	40428647	40470110
ENTPD4	chr8	23243296	23315208
ENTPD5	chr14	74424713	74482631
ENTPD6	chr20	25176329	25207365
ENTPD7	chr10	101419263	101465997
ENTPD8	chr9	140328816	140335901
ENY2	chr8	110346553	110358181
EOGT	chr3	69024365	69063112
EOMES	chr3	27757440	27763989
EP300	chr22	41487790	41576081
EP400	chr12	132434508	132565005
EP400NL	chr12	132575196	132610885
EPAS1	chr2	46524541	46613836
EPB41	chr1	29213603	29446532
EPB41L1	chr20	34679426	34818263
EPB41L2	chr6	131160487	131384462
EPB41L3	chr18	5392383	5544241
EPB41L4A	chr5	111498318	111755013
EPB41L4A-AS2	chr5	111755280	111756310
EPB41L4B	chr9	111934255	112083244
EPB41L5	chr2	120770581	120936695
EPB42	chr15	43487571	43513481
EPC1	chr10	32556679	32667726
EPC2	chr2	149402553	149545130
EPCAM	chr2	47572297	47614039
EPDR1	chr7	37723446	37990014
EPG5	chr18	43427574	43547240
EPGN	chr4	75174190	75181024
EPHA1	chr7	143088205	143105985
EPHA10	chr1	38179561	38230738
EPHA2	chr1	16450832	16482582
EPHA3	chr3	89156674	89531284
EPHA4	chr2	222282749	222437010
EPHA5	chr4	66185281	66536061
EPHA6	chr3	96533430	97468085
EPHA7	chr6	93949738	94129244
EPHA8	chr1	22890057	22930087
EPHB1	chr3	134514104	134979309
EPHB2	chr1	23037458	23241818
EPHB3	chr3	184279572	184300197
EPHB4	chr7	100400187	100425121
EPHB6	chr7	142552792	142568847
EPHX1	chr1	225997797	226033260
EPHX2	chr8	27348296	27403081
EPHX3	chr19	15337736	15344246
EPHX4	chr1	92495539	92529093
EPM2A	chr6	145822719	146007432
EPM2AIP1	chr3	37027357	37034795
EPN1	chr19	56186592	56207132
EPN2	chr17	19140654	19240028
EPN3	chr17	48609904	48621111
EPO	chr7	100318423	100321323
EPOR	chr19	11488236	11494988
EPPIN	chr20	44165625	44176040
EPPIN-WFDC6	chr20	44165625	44176065
EPPK1	chr8	144939497	144952632
EPRS	chr1	220141943	220220000
EPS15	chr1	51819935	51985000
EPS15L1	chr19	16466050	16582823
EPS8	chr12	15822602	16035263
EPS8L1	chr19	55583388	55599287
EPS8L2	chr11	694438	720212
EPS8L3	chr1	110292703	110306649
EPSTI1	chr13	43460524	43566385
EPT1	chr2	26531415	26596374
EPX	chr17	56270098	56282535
EPYC	chr12	91357456	91398803
EQTN	chr9	27284656	27297137
ERAL1	chr17	27181956	27188085
ERAP1	chr5	96096521	96143803
ERAP2	chr5	96211643	96255420
ERAS	chrX	48687283	48688548
ERBB2	chr17	37844393	37884915
ERBB2IP	chr5	65222303	65378377
ERBB3	chr12	56473645	56497289
ERBB4	chr2	212240446	213403565
ERC1	chr12	1100374	1605099
ERC2	chr3	55542336	56502391
ERCC1	chr19	45910592	45982086
ERCC2	chr19	45853095	45873876
ERCC3	chr2	128014866	128051752
ERCC4	chr16	14014014	14046202
ERCC5	chr13	103497194	103528345
ERCC6	chr10	50663414	50747072
ERCC6-PGBD3	chr10	50723247	50747584
ERCC6L	chrX	71424510	71458897
ERCC6L2	chr9	98637983	98731122
ERCC8	chr5	60169658	60240878
EREG	chr4	75230860	75254468
ERF	chr19	42751724	42759309
ERG	chr21	39751952	40033704
ERGIC1	chr5	172261278	172379688
ERGIC2	chr12	29490285	29534086
ERGIC3	chr20	34129770	34145405
ERH	chr14	69846848	69865344
ERI1	chr8	8859657	8890848
ERI2	chr16	20807662	20911671
ERI3	chr1	44686742	44820880
ERICH1	chr8	564746	681197
ERICH2	chr2	171640296	171655481
ERLEC1	chr2	54014217	54045956
ERLIN1	chr10	101909851	101948091
ERLIN2	chr8	37594145	37616619
ERMAP	chr1	43282802	43310654
ERMARD	chr6	170151718	170181680
ERMN	chr2	158175151	158184225
ERMP1	chr9	5784573	5833117
ERN1	chr17	62116502	62207485
ERN2	chr16	23701697	23724821
ERO1L	chr14	53106634	53162423
ERO1LB	chr1	236378855	236445285
ERP27	chr12	15066969	15092016
ERP29	chr12	112451120	112461255
ERP44	chr9	102741461	102861322
ERRFI1	chr1	8064464	8086343
ERV3-1	chr7	64451187	64467031
ERVFRD-1	chr6	11102722	11111965
ERVMER34-1	chr4	53608719	53617807
ERVV-1	chr19	53517174	53519375
ERVV-2	chr19	53547991	53554329
ERVW-1	chr7	92097694	92107229
ESAM	chr11	124622026	124632186
ESCO1	chr18	19109242	19180697
ESCO2	chr8	27632071	27670141
ESD	chr13	47345391	47371367
ESF1	chr20	13694969	13765532
ESM1	chr5	54281077	54318499
ESPL1	chr12	53662083	53687427
ESPN	chr1	6484848	6521004
ESPNL	chr2	239008798	239041928
ESR1	chr6	152011631	152424409
ESR2	chr14	64550950	64761128
ESRP1	chr8	95653302	95719694
ESRP2	chr16	68263029	68270487
ESRRA	chr11	64073044	64084210
ESRRB	chr14	76776957	76967047
ESRRG	chr1	216676595	217311097
ESX1	chrX	103494719	103499614
ESYT1	chr12	56521840	56538455
ESYT2	chr7	158523686	158622319
ESYT3	chr3	138153455	138197256
ETAA1	chr2	67624451	67637677
ETF1	chr5	137841788	137878989
ETFA	chr15	76507696	76603810
ETFB	chr19	51848425	51869672
ETFDH	chr4	159593277	159630775
ETHE1	chr19	44010871	44031396
ETNK1	chr12	22778009	22843599
ETNK2	chr1	204100191	204121307
ETNPPL	chr4	109663196	109684209
ETS1	chr11	128328660	128457453
ETS2	chr21	40177231	40196879
ETV1	chr7	13930858	14031050
ETV2	chr19	36132647	36135773
ETV3	chr1	157090983	157108159
ETV3L	chr1	157061836	157069600
ETV4	chr17	41622344	41656988
ETV5	chr3	185764097	185826901
ETV6	chr12	11802788	12048336
ETV7	chr6	36322419	36356164
EVA1A	chr2	75719444	75796848
EVA1B	chr1	36787632	36789755
EVA1C	chr21	33784689	33887699
EVC	chr4	5712924	5830772
EVC2	chr4	5544858	5710294
EVI2A	chr17	29644578	29648902
EVI2B	chr17	29630784	29641130
EVI5	chr1	92974253	93257961
EVI5L	chr19	7895119	7929862
EVL	chr14	100437786	100610573
EVPL	chr17	74002926	74023533
EVPLL	chr17	18280976	18292961
EVX1	chr7	27282164	27287046
EVX2	chr2	176942200	176948641
EWSR1	chr22	29663998	29696514
EXD1	chr15	41474923	41522895
EXD2	chr14	69658228	69709075
EXD3	chr9	140201348	140317714
EXO1	chr1	242011482	242053241
EXO5	chr1	40974433	40982228
EXOC1	chr4	56719782	56771179
EXOC2	chr6	485133	693111
EXOC3	chr5	443273	467411
EXOC3L1	chr16	67218269	67224107
EXOC3L2	chr19	45715879	45737469
EXOC3L4	chr14	103566481	103576608
EXOC4	chr7	132937829	133750512
EXOC5	chr14	57670518	57735726
EXOC6	chr10	94590935	94818347
EXOC6B	chr2	72403113	73053170
EXOC7	chr17	74094070	74117657
EXOC8	chr1	231468499	231473598
EXOG	chr3	38537763	38583437
EXOSC1	chr10	99195899	99205774
EXOSC10	chr1	11126675	11159938
EXOSC2	chr9	133569108	133580248
EXOSC3	chr9	37779711	37785054
EXOSC4	chr8	145133529	145135550
EXOSC5	chr19	41892279	41903384
EXOSC6	chr16	70284134	70285833
EXOSC7	chr3	45017722	45052962
EXOSC8	chr13	37574678	37583538
EXOSC9	chr4	122722472	122738064
EXPH5	chr11	108376158	108464374
EXT1	chr8	118806729	119124092
EXT2	chr11	44117099	44266482
EXTL1	chr1	26348271	26362955
EXTL2	chr1	101337943	101361554
EXTL3	chr8	28480246	28608420
EYA1	chr8	72109668	72274467
EYA2	chr20	45523263	45817492
EYA3	chr1	28296855	28415207
EYA4	chr6	133562489	133853258
EYS	chr6	64429876	66417118
EZH1	chr17	40852294	40897071
EZH2	chr7	148504477	148581370
EZR	chr6	159186780	159240444
F10	chr13	113777128	113803841
F11	chr4	187187118	187210835
F11R	chr1	160965001	160991138
F12	chr5	176829141	176836577
F13A1	chr6	6144318	6321067
F13B	chr1	197008321	197036397
F2	chr11	46740730	46761056
F2R	chr5	76011868	76031606
F2RL1	chr5	76114802	76131140
F2RL2	chr5	75911307	75919259
F2RL3	chr19	16999671	17003417
F3	chr1	94994781	95007356
F5	chr1	169483404	169555826
F7	chr13	113760121	113774995
F8	chrX	154064070	154251028
F8A1	chrX	154114635	154116335
F8A2	chrX	154611749	154613449
F8A3	chrX	154686576	154688276
F9	chrX	138612917	138645617
FA2H	chr16	74746853	74808723
FAAH	chr1	46859937	46879517
FAAH2	chrX	57313139	57515629
FABP1	chr2	88422510	88427635
FABP12	chr8	82437216	82443613
FABP2	chr4	120238405	120243545
FABP3	chr1	31838738	31849697
FABP4	chr8	82390654	82395498
FABP5	chr8	82192598	82197012
FABP6	chr5	159614374	159665742
FABP7	chr6	123100620	123105219
FABP9	chr8	82370576	82373814
FADD	chr11	70049269	70053496
FADS1	chr11	61578298	61596790
FADS2	chr11	61583728	61634826
FADS3	chr11	61640991	61659523
FADS6	chr17	72873428	72889708
FAF1	chr1	50905150	51425935
FAF2	chr5	175875356	175937075
FAH	chr15	80445122	80479288
FAHD1	chr16	1876968	1890208
FAHD2A	chr2	96068474	96082364
FAHD2B	chr2	97749320	97760619
FAIM	chr3	138327451	138352218
FAIM2	chr12	50260679	50297670
FAIM3	chr1	207077731	207095343
FAM101A	chr12	124457788	124798757
FAM101B	chr17	289769	295730
FAM102A	chr9	130702858	130742792
FAM102B	chr1	109102711	109187522
FAM103A1	chr15	83654959	83659809
FAM104A	chr17	71203492	71228510
FAM104B	chrX	55169535	55187743
FAM105A	chr5	14581884	14612829
FAM105B	chr5	14664857	14699820
FAM106A	chr17	18427880	18430160
FAM107A	chr3	58551188	58613337
FAM107B	chr10	14560559	14816896
FAM109A	chr12	111798455	111806925
FAM109B	chr22	42470255	42475445
FAM110A	chr20	814358	826922
FAM110B	chr8	58907113	59061347
FAM110C	chr2	38814	46385
FAM110D	chr1	26485511	26489119
FAM111A	chr11	58910221	58922512
FAM111B	chr11	58874658	58894883
FAM114A1	chr4	38869437	38947360
FAM114A2	chr5	153369688	153418479
FAM115A	chr7	143548468	143599248
FAM115C	chr7	143318545	143427502
FAM117A	chr17	47788357	47865954
FAM117B	chr2	203499901	203634479
FAM118A	chr22	45704863	45737836
FAM118B	chr11	126081309	126132881
FAM120A	chr9	96214004	96328389
FAM120AOS	chr9	96208776	96215874
FAM120B	chr6	170599791	170714436
FAM120C	chrX	54094757	54209688
FAM122A	chr9	71394964	71398609
FAM122B	chrX	133903597	133931262
FAM122C	chrX	133941223	133988640
FAM124A	chr13	51796503	51858377
FAM124B	chr2	225243415	225266751
FAM126A	chr7	22980878	23053748
FAM126B	chr2	201838441	201936392
FAM127A	chrX	134166333	134167568
FAM127B	chrX	134184962	134186205
FAM127C	chrX	134154543	134156559
FAM129A	chr1	184760164	184943682
FAM129B	chr9	130267618	130341268
FAM129C	chr19	17634110	17664648
FAM131A	chr3	184053725	184064061
FAM131B	chr7	143050493	143059845
FAM131C	chr1	16384264	16400121
FAM132A	chr1	1177833	1182102
FAM132B	chr2	239067649	239075695
FAM133A	chrX	92929012	92967273
FAM133B	chr7	92190107	92219707
FAM134A	chr2	220042939	220050201
FAM134B	chr5	16473163	16617167
FAM134C	chr17	40731533	40761402
FAM135A	chr6	71123011	71270877
FAM135B	chr8	139142266	139509065
FAM136A	chr2	70523107	70529222
FAM13A	chr4	89647106	89978323
FAM13B	chr5	137273649	137368720
FAM13C	chr10	61005890	61122352
FAM149A	chr4	187025573	187093294
FAM149B1	chr10	74927924	75004262
FAM150A	chr8	53446597	53478067
FAM150B	chr2	279558	288296
FAM151A	chr1	55074855	55089229
FAM151B	chr5	79783788	79838382
FAM153A	chr5	177149296	177210399
FAM153B	chr5	175487692	175542870
FAM153C	chr5	177433973	177476088
FAM154A	chr9	18927656	19033186
FAM154B	chr15	82555152	82577271
FAM155A	chr13	107820883	108519083
FAM155B	chrX	68725084	68752351
FAM156A	chrX	52976462	53024644
FAM156B	chrX	52920336	52937089
FAM159A	chr1	53099016	53122737
FAM159B	chr5	63986135	64013897
FAM160A1	chr4	152330398	152584784
FAM160A2	chr11	6232575	6255941
FAM160B1	chr10	116581503	116659591
FAM160B2	chr8	21946719	21962409
FAM161A	chr2	62051991	62081278
FAM161B	chr14	74399213	74417117
FAM162A	chr3	122103029	122131181
FAM162B	chr6	117073363	117086886
FAM163A	chr1	179712298	179785333
FAM163B	chr9	136444079	136451319
FAM166A	chr9	140138037	140142222
FAM166B	chr9	35561945	35563896
FAM167A	chr8	11278972	11324276
FAM167B	chr1	32712834	32714457
FAM168A	chr11	73111532	73309234
FAM168B	chr2	131805449	131851001
FAM169A	chr5	74073399	74162663
FAM169B	chr15	98980391	99057611
FAM170A	chr5	118965292	118970777
FAM170B	chr10	50339199	50342053
FAM171A1	chr10	15253642	15413058
FAM171A2	chr17	42430583	42441243
FAM171B	chr2	187558698	187630685
FAM172A	chr5	92953775	93447340
FAM173A	chr16	770975	772601
FAM173B	chr5	10226442	10250008
FAM174A	chr5	99871009	99922445
FAM174B	chr15	93162532	93353028
FAM175A	chr4	84382092	84406334
FAM175B	chr10	126490354	126525239
FAM177A1	chr14	35514113	35552587
FAM177B	chr1	222910558	222924002
FAM178A	chr10	102672326	102724893
FAM178B	chr2	97541620	97684175
FAM179A	chr2	29204164	29284239
FAM179B	chr14	45431411	45543634
FAM180A	chr7	135414347	135433594
FAM180B	chr11	47608198	47610746
FAM181A	chr14	94385258	94395954
FAM181B	chr11	82443053	82444906
FAM182B	chr20	25744102	25848786
FAM183A	chr1	43610824	43622067
FAM183B	chr7	38724946	38726637
FAM184A	chr6	119280995	119470552
FAM184B	chr4	17630929	17783135
FAM185A	chr7	102389475	102449287
FAM186A	chr12	50720013	50790405
FAM186B	chr12	49976669	49999410
FAM187A	chr17	42977135	42982758
FAM187B	chr19	35715703	35719632
FAM188A	chr10	15820169	15902519
FAM188B	chr7	30811033	30932002
FAM188B2	chr3	150588832	150612089
FAM189A1	chr15	29412457	29862927
FAM189A2	chr9	71939488	72007370
FAM189B	chr1	155217008	155225178
FAM192A	chr16	57186378	57219976
FAM193A	chr4	2627159	2734292
FAM193B	chr5	176946789	176981508
FAM194A	chr3	150377672	150421745
FAM194B	chr13	46115432	46189874
FAM195A	chr16	691813	698474
FAM195B	chr17	79780293	79791167
FAM196A	chr10	128933694	128994422
FAM196B	chr5	169291268	169407744
FAM197Y1	chrY	9374241	9384693
FAM198A	chr3	43021040	43099176
FAM198B	chr4	159045626	159094202
FAM199X	chrX	103411301	103440583
FAM19A1	chr3	68053359	68594776
FAM19A2	chr12	62102055	62652604
FAM19A3	chr1	113263041	113269857
FAM19A4	chr3	68780917	68981761
FAM19A5	chr22	48885404	49246724
FAM200A	chr7	99144424	99156159
FAM200B	chr4	15683429	15690724
FAM203A	chr8	145192672	145195746
FAM203B	chr8	145437880	145440828
FAM204A	chr10	120065401	120101832
FAM205A	chr9	34723052	34729464
FAM206A	chr9	111696767	111713024
FAM207A	chr21	46359925	46396904
FAM208A	chr3	56656887	56717265
FAM208B	chr10	5726801	5805703
FAM209A	chr20	55099542	55101198
FAM209B	chr20	55108302	55111576
FAM20A	chr17	66533012	66597530
FAM20B	chr1	178995031	179045697
FAM20C	chr7	192969	300711
FAM210A	chr18	13663350	13726591
FAM210B	chr20	54933971	54943719
FAM211A	chr17	16345328	16395467
FAM211B	chr22	24981588	24989030
FAM212A	chr3	49840687	49842463
FAM212B	chr1	112269128	112298446
FAM213A	chr10	82168249	82192753
FAM213B	chr1	2518214	2522907
FAM214A	chr15	52903822	53002014
FAM214B	chr9	35104118	35116338
FAM215A	chr17	41994576	41995326
FAM216A	chr12	110906169	110928190
FAM216B	chr13	43355686	43365683
FAM217A	chr6	4068596	4079455
FAM217B	chr20	58508819	58523735
FAM218A	chr4	165878100	165880273
FAM219A	chr9	34398183	34458568
FAM219B	chr15	75192328	75199462
FAM21A	chr10	51827648	51893266
FAM21B	chr10	47894572	47949412
FAM21C	chr10	46222648	46288409
FAM21D	chr10	51187938	51192032
FAM220A	chr7	6369040	6388590
FAM221A	chr7	23719749	23742269
FAM221B	chr9	35817014	35828729
FAM222A	chr12	110152033	110208312
FAM222B	chr17	27086569	27182250
FAM227A	chr22	38974125	39052634
FAM227B	chr15	49620588	49913128
FAM228A	chr2	24406411	24423718
FAM228B	chr2	24346350	24392506
FAM229A	chr1	32826871	32827844
FAM229B	chr6	112408802	112423993
FAM230A	chr22	20692438	20716938
FAM24A	chr10	124670217	124672627
FAM24B	chr10	124608594	124639114
FAM25A	chr10	88780063	88784487
FAM25B	chr10	47177204	47181681
FAM25C	chr10	49203399	49207818
FAM25E	chr10	46310876	46313036
FAM25G	chr10	48247669	48252143
FAM26D	chr6	116850195	116880031
FAM26E	chr6	116832809	116845955
FAM26F	chr6	116782533	116784931
FAM27A	chr9	45727107	45728274
FAM27B	chr9	67792938	67794111
FAM27C	chr9	44990314	44991483
FAM27D1	chr9	46389110	46391556
FAM27E1	chr9	46385691	46387031
FAM27E2	chr9	45733559	45734896
FAM27E3	chr9	67784944	67786624
FAM32A	chr19	16296229	16302857
FAM35A	chr10	88854953	88951225
FAM3A	chrX	153733350	153744566
FAM3B	chr21	42688661	42729358
FAM3C	chr7	120988905	121036388
FAM3D	chr3	58619673	58652575
FAM43A	chr3	194406622	194409762
FAM43B	chr1	20878932	20881512
FAM45A	chr10	120863629	120896707
FAM46A	chr6	82201156	82461529
FAM46B	chr1	27331511	27339327
FAM46C	chr1	118148556	118170994
FAM46D	chrX	79591003	79700810
FAM47A	chrX	34147869	34150447
FAM47B	chrX	34960913	34963034
FAM47C	chrX	37026432	37029739
FAM47E	chr4	77135193	77204933
FAM47E-STBD1	chr4	77172886	77231197
FAM49A	chr2	16730727	16847102
FAM49B	chr8	130853716	131028918
FAM50A	chrX	153672473	153679002
FAM50B	chr6	3849620	3851551
FAM53A	chr4	1641608	1685988
FAM53B	chr10	126307861	126432619
FAM53C	chr5	137673721	137685416
FAM57A	chr17	635652	646206
FAM57B	chr16	30037935	30064299
FAM58A	chrX	152853385	152864632
FAM60A	chr12	31433518	31479306
FAM63A	chr1	150969311	150980841
FAM63B	chr15	59063513	59154099
FAM64A	chr17	6347735	6354789
FAM65A	chr16	67552321	67572374
FAM65B	chr6	24840553	25042238
FAM65C	chr20	49202645	49308065
FAM69A	chr1	93307724	93427057
FAM69B	chr9	139607022	139618502
FAM69C	chr18	72102963	72125179
FAM71A	chr1	212797789	212800120
FAM71B	chr5	156588857	156593275
FAM71C	chr12	100041531	100043824
FAM71D	chr14	67671665	67690657
FAM71E1	chr19	50970044	50980010
FAM71E2	chr19	55866276	55874628
FAM71F1	chr7	128349115	128371665
FAM71F2	chr7	128312346	128324324
FAM72A	chr1	206137265	206154207
FAM72B	chr1	120839005	120855681
FAM72C	chr1	149449934	149459549
FAM72D	chr1	143896452	143913143
FAM73A	chr1	78245309	78344106
FAM73B	chr9	131799213	131834361
FAM76A	chr1	28052490	28089633
FAM76B	chr11	95502106	95522955
FAM78A	chr9	134133463	134151934
FAM78B	chr1	166039257	166136206
FAM81A	chr15	59664892	59784501
FAM81B	chr5	94727048	94786141
FAM83A	chr8	124191287	124222002
FAM83B	chr6	54711569	54806820
FAM83C	chr20	33873534	33880204
FAM83D	chr20	37554955	37581703
FAM83E	chr19	49104067	49116819
FAM83F	chr22	40390953	40439533
FAM83G	chr17	18872102	18908117
FAM83H	chr8	144806103	144815971
FAM84A	chr2	14772810	14780170
FAM84B	chr8	127564687	127570638
FAM86A	chr16	5134305	5147809
FAM86B1	chr8	12039960	12051629
FAM86B2	chr8	12282913	12293915
FAM86C1	chr11	71498556	71512280
FAM89A	chr1	231154704	231175992
FAM89B	chr11	65339820	65341669
FAM8A1	chr6	17600586	17611950
FAM90A1	chr12	8373859	8380214
FAM90A26	chr4	9172135	9178453
FAM91A1	chr8	124780697	124827692
FAM92A1	chr8	94712735	94743755
FAM92B	chr16	85131965	85146114
FAM96A	chr15	64364758	64386217
FAM96B	chr16	66965959	66968303
FAM98A	chr2	33808725	33824429
FAM98B	chr15	38746328	38779911
FAM98C	chr19	38893775	38899724
FAM9A	chrX	8758836	8769424
FAM9B	chrX	8993036	9002168
FAM9C	chrX	13053737	13062801
FAN1	chr15	31196076	31235311
FANCA	chr16	89803957	89883054
FANCB	chrX	14861529	14891191
FANCC	chr9	97861336	98079984
FANCD2	chr3	10068113	10143614
FANCD2OS	chr3	10123004	10149915
FANCE	chr6	35420138	35434880
FANCF	chr11	22644079	22647387
FANCG	chr9	35073835	35080013
FANCI	chr15	89787180	89860492
FANCL	chr2	58386382	58468485
FANCM	chr14	45605150	45670090
FANK1	chr10	127585108	127698161
FAP	chr2	163027200	163100045
FAR1	chr11	13690217	13753893
FAR2	chr12	29302133	29488549
FARP1	chr13	98794816	99102027
FARP2	chr2	242295658	242434256
FARS2	chr6	5261277	5771662
FARSA	chr19	13033293	13044851
FARSB	chr2	223435255	223521056
FAS	chr10	90750414	90775542
FASLG	chr1	172628154	172636014
FASN	chr17	80036214	80056208
FASTK	chr7	150773713	150777949
FASTKD1	chr2	170386259	170430383
FASTKD2	chr2	207630081	207657233
FASTKD3	chr5	7859272	7869115
FASTKD5	chr20	3127165	3140543
FAT1	chr4	187508937	187645009
FAT2	chr5	150883655	150948505
FAT3	chr11	92085262	92629618
FAT4	chr4	126237554	126414087
FATE1	chrX	150884507	150891666
FAU	chr11	64888100	64889945
FAXC	chr6	99719045	99797531
FAXDC2	chr5	154204044	154238812
FBF1	chr17	73905655	73937119
FBL	chr19	40325098	40337054
FBLIM1	chr1	16083154	16113089
FBLL1	chr5	167956121	167957639
FBLN1	chr22	45898719	45997014
FBLN2	chr3	13573824	13679512
FBLN5	chr14	92335785	92413743
FBLN7	chr2	112895962	112945791
FBN1	chr15	48700503	48938046
FBN2	chr5	127593729	127994878
FBN3	chr19	8130286	8214730
FBP1	chr9	97365423	97402531
FBP2	chr9	97321002	97356075
FBRS	chr16	30669752	30682135
FBRSL1	chr12	133066137	133161774
FBXL12	chr19	9921537	9938492
FBXL13	chr7	102453308	102715015
FBXL14	chr12	1675159	1703331
FBXL15	chr10	104179571	104182893
FBXL16	chr16	742500	755829
FBXL17	chr5	107194746	107717799
FBXL18	chr7	5520189	5553429
FBXL19	chr16	30934392	30960097
FBXL2	chr3	33318914	33429584
FBXL20	chr17	37415384	37557909
FBXL22	chr15	63889552	63894627
FBXL3	chr13	77579389	77601285
FBXL4	chr6	99316420	99395802
FBXL5	chr4	15606162	15657035
FBXL6	chr8	145579091	145582172
FBXL7	chr5	15500305	15939900
FBXL8	chr16	67193876	67198473
FBXO10	chr9	37512544	37588871
FBXO11	chr2	48034059	48132932
FBXO15	chr18	71740601	71815100
FBXO16	chr8	28285929	28347835
FBXO17	chr19	39432044	39466550
FBXO18	chr10	5931535	5979549
FBXO2	chr1	11708424	11714739
FBXO21	chr12	117581146	117628336
FBXO22	chr15	76196200	76227609
FBXO24	chr7	100183927	100198733
FBXO25	chr8	356808	419871
FBXO27	chr19	39481354	39517600
FBXO28	chr1	224301789	224349749
FBXO3	chr11	33762492	33796062
FBXO30	chr6	146114638	146135889
FBXO31	chr16	87360593	87417363
FBXO32	chr8	124510129	124553446
FBXO33	chr14	39866873	39901704
FBXO34	chr14	55738021	55820327
FBXO36	chr2	230787018	230877825
FBXO38	chr5	147763498	147822399
FBXO39	chr17	6679542	6690965
FBXO4	chr5	41925356	41941845
FBXO40	chr3	121311966	121349139
FBXO41	chr2	73481818	73511559
FBXO42	chr1	16573334	16678949
FBXO43	chr8	101145588	101157680
FBXO44	chr1	11714914	11723384
FBXO45	chr3	196295559	196315930
FBXO46	chr19	46213887	46234162
FBXO47	chr17	37092685	37123655
FBXO48	chr2	68686551	68694390
FBXO5	chr6	153291664	153304714
FBXO6	chr1	11724181	11734411
FBXO7	chr22	32870663	32894816
FBXO8	chr4	175157809	175205415
FBXO9	chr6	52930257	52964401
FBXW10	chr17	18647326	18682661
FBXW11	chr5	171288553	171433877
FBXW12	chr3	48413709	48436190
FBXW2	chr9	123519252	123555690
FBXW4	chr10	103370423	103455016
FBXW5	chr9	139834887	139839102
FBXW7	chr4	153242410	153457253
FBXW8	chr12	117348770	117468953
FBXW9	chr19	12799121	12807433
FCAMR	chr1	207131312	207143970
