geneid	chr	left	right	source
BCO2	chr11	111551418	111594853	protein_coding
BCR	chr22	21852552	21990224	protein_coding
BCS1L	chr2	219232623	219236410	protein_coding
BDH1	chr3	198721051	198784591	protein_coding
BDH2	chr4	104218232	104240473	protein_coding
BDKRB1	chr14	95792300	95800851	protein_coding
BDKRB2	chr14	95740950	95780536	protein_coding
BDNF	chr11	27633016	27700181	protein_coding
BDP1	chr5	70787198	70899405	protein_coding
BECN1	chr17	38215678	38229807	protein_coding
BEGAIN	chr14	100073243	100105884	protein_coding
BEND3	chr6	107493079	107543166	protein_coding
BEND4	chr4	41807714	41849652	protein_coding
BEST1	chr11	61474403	61488981	protein_coding
BEST2	chr19	12724407	12730269	protein_coding
BEST3	chr12	68323407	68379352	protein_coding
BEST4	chr1	45021844	45026013	protein_coding
BET1	chr7	93430021	93466723	protein_coding
BET1L	chr11	157784	197383	protein_coding
BET3L	chr6	116922843	116973370	protein_coding
BFAR	chr16	14634297	14670193	protein_coding
BFSP1	chr20	17422550	17487605	protein_coding
BFSP2	chr3	134601480	134676746	protein_coding
BHLHB2	chr3	4996208	5001861	protein_coding
BHLHB3	chr12	26164228	26169113	protein_coding
BHLHB4	chr20	61107724	61108527	protein_coding
BHLHB5	chr8	65655368	65658735	protein_coding
BHLHB8	chr7	97679502	97680207	protein_coding
BHMT	chr5	78443360	78463866	protein_coding
BHMT2	chr5	78401339	78421029	protein_coding
BICC1	chr10	59942910	60258851	protein_coding
BICD1	chr12	32151448	32422408	protein_coding
BICD2	chr9	94513466	94566904	protein_coding
BID	chr22	16596908	16637263	protein_coding
BIK	chr22	41836701	41855661	protein_coding
BIN1	chr2	127522073	127581334	protein_coding
BIN2	chr12	49961090	50004215	protein_coding
BIN3	chr8	22534178	22582553	protein_coding
BIRC2	chr11	101723176	101754604	protein_coding
BIRC3	chr11	101693404	101713658	protein_coding
BIRC5	chr17	73721872	73733310	protein_coding
BIRC6	chr2	32435600	32697467	protein_coding
BIRC7	chr20	61337680	61342292	protein_coding
BIRC8	chr19	58484729	58485439	protein_coding
BIVM	chr13	102249400	102291882	protein_coding
BLACE	chr7	154842441	154853390	protein_coding
BLCAP	chr20	35579234	35589717	protein_coding
BLID	chr11	121491514	121491840	protein_coding
BLK	chr8	11388930	11459516	protein_coding
BLM	chr15	89061583	89159690	protein_coding
BLMH	chr17	25599349	25643204	protein_coding
BLNK	chr10	97941453	98021316	protein_coding
BLOC1S1	chr12	54396088	54399751	protein_coding
BLOC1S2	chr10	102023703	102036429	protein_coding
BLOC1S3	chr19	50373891	50375003	protein_coding
BLVRA	chr7	43764797	43813457	protein_coding
BLVRB	chr19	45645541	45663517	protein_coding
BLZF1	chr1	167603818	167632402	protein_coding
BMF	chr15	38167386	38188367	protein_coding
BMI1	chr10	22650146	22660188	protein_coding
BMP1	chr8	22078645	22125782	protein_coding
BMP10	chr2	68946117	68952153	protein_coding
BMP2	chr20	6696745	6708910	protein_coding
BMP2K	chr4	79916556	80052363	protein_coding
BMP3	chr4	82171143	82197709	protein_coding
BMP4	chr14	53486204	53493279	protein_coding
BMP5	chr6	55728199	55848334	protein_coding
BMP6	chr6	7672010	7826960	protein_coding
BMP6P1	chr22	20870331	20871009	processed_pseudogene
BMP7	chr20	55178994	55274805	protein_coding
BMP8A	chr1	39729905	39768124	protein_coding
BMP8B	chr1	39996490	40027120	protein_coding
BMPER	chr7	33911048	34162009	protein_coding
BMPR1A	chr10	88506376	88674922	protein_coding
BMPR1B	chr4	95898151	96295099	protein_coding
BMPR2	chr2	202949916	203140719	protein_coding
BMS1	chr10	42598265	42646855	protein_coding
BMS1P1	chr10	46168059	46182746	protein_coding
BMS1P4	chr10	75146879	75158344	unprocessed_pseudogene
BMS1P5	chr10	48557828	48572483	protein_coding
BMS1P7	chr10	48926247	48938066	unprocessed_pseudogene
BNC1	chr15	81715659	81744472	protein_coding
BNC2	chr9	16399501	16860786	protein_coding
BNIP1	chr5	172504146	172523950	protein_coding
BNIP2	chr15	57738637	57769025	protein_coding
BNIP3	chr10	133631859	133645417	protein_coding
BNIP3L	chr8	26296440	26326561	protein_coding
BNIPL	chr1	149275658	149288899	protein_coding
BOC	chr3	114414065	114488993	protein_coding
BOK	chr2	242146865	242162222	protein_coding
BOLA1	chr1	148125110	148138668	protein_coding
BOLA2	chr16	29365833	29373174	protein_coding
BOLA2B	chr16	30105758	30113128	protein_coding
BOLA3	chr2	74216036	74228547	protein_coding
BOLL	chr2	198299860	198359183	protein_coding
BOP1	chr8	145456869	145485890	protein_coding
BPGM	chr7	133982095	134015105	protein_coding
BPHL	chr6	3063609	3098427	protein_coding
BPI	chr20	36365966	36399319	protein_coding
BPIL1	chr20	31059067	31075175	protein_coding
BPIL2	chr22	31139834	31190471	protein_coding
BPIL3	chr20	31083115	31095514	protein_coding
BPNT1	chr1	218297447	218329814	protein_coding
BRAF	chr7	140080751	140271033	protein_coding
BRAP	chr12	110566272	110608122	protein_coding
BRCA1	chr17	38449840	38530994	protein_coding
BRCA2	chr13	31787617	31871809	protein_coding
BRD1	chr22	48552935	48607164	protein_coding
BRD2	chr6	33044415	33057059	protein_coding
BRD3	chr9	135887784	135922913	protein_coding
BRD4	chr19	15209301	15252262	protein_coding
BRD7	chr16	48910442	48960330	protein_coding
BRD8	chr5	137503364	137542257	protein_coding
BRD9	chr5	916856	945915	protein_coding
BRDG1	chr4	68107041	68155650	protein_coding
BRDT	chr1	92187516	92252566	protein_coding
BRE	chr2	27966986	28415269	protein_coding
BRF1	chr14	104746670	104838374	protein_coding
BRF2	chr8	37820563	37826569	protein_coding
BRI3	chr7	97748923	97758775	protein_coding
BRI3BP	chr12	124044147	124076302	protein_coding
BRIP1	chr17	57114767	57295537	protein_coding
BRMS1	chr11	65861380	65869158	protein_coding
BRMS1L	chr14	35365348	35410919	protein_coding
BRP44	chr1	166153930	166172902	protein_coding
BRP44L	chr6	166698400	166716476	protein_coding
BRPF1	chr3	9748434	9764699	protein_coding
BRPF3	chr6	36272528	36308544	protein_coding
BRSK1	chr19	60487139	60515713	protein_coding
BRSK2	chr11	1367705	1439902	protein_coding
BRUNOL4	chr18	33077828	33399941	protein_coding
BRUNOL5	chr19	3175701	3248071	protein_coding
BRUNOL6	chr15	70364123	70399579	protein_coding
BRWD1	chr21	39479274	39607426	protein_coding
BSCL2	chr11	62214323	62233562	protein_coding
BSDC1	chr1	32603376	32632614	protein_coding
BSG	chr19	522325	534492	protein_coding
BSN	chr3	49566926	49683985	protein_coding
BSND	chr1	55237205	55247052	protein_coding
BSPH1	chr19	53163115	53187239	protein_coding
BSPRY	chr9	115151633	115173333	protein_coding
BST1	chr4	15313817	15343508	protein_coding
BST2	chr19	17374750	17377401	protein_coding
BSX	chr11	122353488	122357638	protein_coding
BTAF1	chr10	93673716	93780058	protein_coding
BTBD1	chr15	81476189	81527110	protein_coding
BTBD10	chr11	13366134	13441414	protein_coding
BTBD11	chr12	106236848	106577549	protein_coding
BTBD12	chr16	3571187	3601586	protein_coding
BTBD16	chr10	124020811	124087666	protein_coding
BTBD17	chr17	69864150	69869553	protein_coding
BTBD2	chr19	1936447	1966702	protein_coding
BTBD3	chr20	11819465	11855257	protein_coding
BTBD6	chr14	104786053	104788466	protein_coding
BTBD7	chr14	92773649	92869138	protein_coding
BTBD8	chr1	92318481	92385983	protein_coding
BTBD9	chr6	38250739	38673848	protein_coding
BTC	chr4	75888993	75938920	protein_coding
BTD	chr3	15618253	15662328	protein_coding
BTF3	chr5	72830006	72837202	protein_coding
BTF3L1	chr13	76400201	76400836	protein_coding
BTF3L2	chr2	55515794	55516262	processed_pseudogene
BTF3L4	chr1	52294385	52328976	protein_coding
BTG1	chr12	91061030	91063751	protein_coding
BTG2	chr1	201541287	201545348	protein_coding
BTG3	chr21	17887844	17907086	protein_coding
BTG4	chr11	110843465	110888274	protein_coding
BTLA	chr3	113665503	113701098	protein_coding
BTN1A1	chr6	26608550	26618629	protein_coding
BTN2A1	chr6	26566168	26577844	protein_coding
BTN2A2	chr6	26491333	26503077	protein_coding
BTN2A3	chr6	26529618	26539822	protein_coding
BTN3A1	chr6	26510460	26523421	protein_coding
BTN3A2	chr6	26473377	26486527	protein_coding
BTN3A3	chr6	26548742	26561621	protein_coding
BTNL2	chr6	32469724	32482878	protein_coding
BTNL3	chr5	180348507	180366317	protein_coding
BTNL8	chr5	180258735	180310510	protein_coding
BTNL9	chr5	180399854	180421121	protein_coding
BTRC	chr10	103103815	103307060	protein_coding
BUB1	chr2	111111883	111152135	protein_coding
BUB1B	chr15	38240530	38300627	protein_coding
BUB3	chr10	124903860	124914869	protein_coding
BUD13	chr11	116124096	116148913	protein_coding
BUD31	chr7	98844528	98855172	protein_coding
BVES	chr6	105651390	105691236	protein_coding
BX004987.1	chr1	142184367	142184770	processed_pseudogene
BX004987.2	chr1	142185082	142186132	processed_pseudogene
BX004987.9	chr1	142279090	142279172	miRNA
BX005195.5	chr9	65387003	65401977	protein_coding
BX005266.6	chr9	46683785	46684150	protein_coding
BX088568.4	chr13	85725756	85727520	pseudogene
BX088645.2	chr9	39850052	39850359	processed_pseudogene
BX088645.3	chr9	39712430	39807308	unprocessed_pseudogene
BX088651.9	chr9	44284068	44285683	pseudogene
BX247885.11	chr22	40866158	40870519	protein_coding
BX248098.7	chr9	39433804	39454526	protein_coding
BX248112.4	chr9	41044827	41045012	retrotransposed
BX248123.5	chr10	81012054	81014582	pseudogene
BX248398.9	chr1	143075034	143075528	retrotransposed
BX248409.5	chr1	171895860	171895962	snoRNA_pseudogene
BX255923.13	chr9	68542665	68543102	protein_coding
BX255925.17-201	chr9	139238388	139242086	protein_coding
BX255925.17-202	chr9	139265534	139267736	protein_coding
BX255925.17-203	chr9	139256944	139257048	miRNA
BX255934.7	chr6	9144827	9144949	miRNA
BX255972.1	chr6	34546545	34546684	miRNA
BX283067.15	chr1	146568591	146569085	retrotransposed
BX284613.3	chr1	169277112	169277205	miRNA
BX284632.11	chr9	69672192	69717464	pseudogene
BX284650.4	chr1	142511227	142513042	processed_pseudogene
BX284650.8-201	chr1	142491439	142501807	protein_coding
BX284650.8-202	chr1	142439162	142535935	protein_coding
BX284668.4	chr1	17068841	17071255	tRNA_pseudogene
BX296545.5	chr9	41766064	41767351	pseudogene
BX322534.3	chr10	135365558	135366023	pseudogene
BX322557.1	chr21	45532395	45536081	protein_coding
BX322559.2	chr21	45620534	45620725	processed_pseudogene
BX322639.2	chr10	42151555	42153694	protein_coding
BX322799.22-201	chr9	139321169	139437535	protein_coding
BX322799.22-202	chr9	139406076	139437435	protein_coding
BX323014.4	chr1	230425245	230425509	scRNA_pseudogene
BX323046.3	chr1	243059939	243066503	protein_coding
BX323048.4	chr1	91566526	91567664	pseudogene
BX323860.7	chr1	228251553	228251620	miRNA
BX324178.8	chr22	47666869	47679098	protein_coding
BX324209.11	chr9	135369579	135379787	protein_coding
BX470067.4	chr1	13480018	13484137	pseudogene
BX511041.14	chr1	142858167	142932413	protein_coding
BX537114.2	chr1	142627547	142805834	protein_coding
BX537254.7	chr1	145932718	145950955	protein_coding
BX547991.4	chr10	47793348	47795112	pseudogene
BX571672.6	chr1	142085332	142086382	processed_pseudogene
BX571672.7	chr1	142086687	142087113	processed_pseudogene
BX571672.8	chr1	142087346	142087733	processed_pseudogene
BX571673.8	chr1	240187041	240188987	pseudogene
BX640505.3	chr20	30741643	30742278	retrotransposed
BX640550.4	chr1	13063043	13067587	pseudogene
BX649563.5	chr9	44185579	44186032	processed_pseudogene
BX649567.3	chr9	67567259	67577817	protein_coding
BX649597.2	chr9	43339983	43341306	pseudogene
BX649597.3	chr9	43343144	43343642	processed_pseudogene
BX664608.1	chr9	40802904	40803390	processed_pseudogene
BX664615.10-201	chr9	41951617	42009580	protein_coding
BX664615.10-202	chr9	41938516	41944688	protein_coding
BX664718.1	chr9	44185579	44186035	processed_pseudogene
BX664718.3	chr9	44087902	44094010	unprocessed_pseudogene
BX664718.7	chr9	44242231	44243846	pseudogene
BX664724.2	chr9	46838033	46839853	processed_pseudogene
BX664724.4	chr9	46841154	46841655	processed_pseudogene
BX664724.7	chr9	46861151	46862522	pseudogene
BX664725.10	chr9	46626013	46627628	pseudogene
BX664726.3	chr9	39887660	39887987	processed_pseudogene
BX664727.7-201	chr9	42401965	42419597	protein_coding
BX664727.7-202	chr9	42459544	42464233	protein_coding
BX842679.19	chr1	146098591	146099052	protein_coding
BX927359.1	chr14	103988358	103988815	pseudogene
BXDC1	chr6	111409984	111453486	protein_coding
BXDC2	chr5	34951577	34961542	protein_coding
BXDC5	chr1	84717538	84735949	protein_coding
BYSL	chr6	41996943	42008760	protein_coding
BZRAP1	chr17	53733597	53760477	protein_coding
BZRPL1	chr6	41118271	41120054	protein_coding
BZW1	chr2	201384514	201396814	protein_coding
BZW1L1	chr3	117847282	117847942	pseudogene
BZW2	chr7	16652284	16712662	protein_coding
C10orf10	chr10	44791715	44794330	protein_coding
C10orf104	chr10	73645812	73665622	protein_coding
C10orf105	chr10	73141465	73167587	protein_coding
C10orf107	chr10	63092725	63196095	protein_coding
C10orf108	chr10	686017	699940	protein_coding
C10orf11	chr10	76861217	77987095	protein_coding
C10orf111	chr10	15177391	15179324	protein_coding
C10orf112	chr10	19818029	19896508	protein_coding
C10orf113	chr10	21454698	21475433	protein_coding
C10orf114	chr10	21823427	21826197	protein_coding
C10orf115	chr10	23532751	23579616	protein_coding
C10orf116	chr10	88718168	88720646	protein_coding
C10orf118	chr10	115871964	115924354	protein_coding
C10orf119	chr10	121578962	121622384	protein_coding
C10orf12	chr10	98731031	98735572	protein_coding
C10orf120	chr10	124432189	124449332	protein_coding
C10orf122	chr10	127334459	127361665	protein_coding
C10orf125	chr10	135018654	135021519	protein_coding
C10orf126	chr10	29175343	29210833	protein_coding
C10orf128	chr10	50033490	50066419	protein_coding
C10orf129	chr10	96944224	96978531	protein_coding
C10orf131	chr10	97657655	97783497	protein_coding
C10orf136	chr10	43660760	43666076	protein_coding
C10orf137	chr10	127398074	127442702	protein_coding
C10orf140	chr10	21844031	21854617	protein_coding
C10orf141	chr10	128823680	128884412	protein_coding
C10orf18	chr10	5766807	5846949	protein_coding
C10orf22	chr10	64234522	64238244	protein_coding
C10orf25	chr10	44813152	44816342	protein_coding
C10orf26	chr10	104525878	104565987	protein_coding
C10orf27	chr10	72201001	72215163	protein_coding
C10orf28	chr10	99884418	99994644	protein_coding
C10orf30	chr10	13520507	13610539	protein_coding
C10orf31	chr10	11398803	11401853	protein_coding
C10orf32	chr10	104604019	104651641	protein_coding
C10orf33	chr10	100133316	100164931	protein_coding
C10orf35	chr10	71060009	71063353	protein_coding
C10orf4	chr10	95418319	95452319	protein_coding
C10orf46	chr10	120430484	120504748	protein_coding
C10orf47	chr10	11905403	11954280	protein_coding
C10orf49	chr10	13303775	13316337	protein_coding
C10orf53	chr10	50557690	50586962	protein_coding
C10orf54	chr10	73177319	73203343	protein_coding
C10orf55	chr10	75339733	75352541	protein_coding
C10orf57	chr10	82158230	82182733	protein_coding
C10orf59	chr10	90023601	90332927	protein_coding
C10orf62	chr10	99339474	99340680	protein_coding
C10orf63	chr10	25310923	25345036	protein_coding
C10orf64	chr10	49587784	49861006	protein_coding
C10orf65	chr10	99334108	99362541	protein_coding
C10orf67	chr10	23596130	23672899	protein_coding
C10orf68	chr10	32896657	33211797	protein_coding
C10orf71	chr10	50177244	50205538	protein_coding
C10orf72	chr10	49896258	49993560	protein_coding
C10orf76	chr10	103595346	103805922	protein_coding
C10orf78	chr10	105871806	105876130	protein_coding
C10orf79	chr10	105879636	105982110	protein_coding
C10orf81	chr10	115501203	115532181	protein_coding
C10orf82	chr10	118413198	118419471	protein_coding
C10orf84	chr10	119841723	120091808	protein_coding
C10orf85	chr10	122347711	122349619	protein_coding
C10orf88	chr10	124681016	124703738	protein_coding
C10orf90	chr10	128103568	128200000	protein_coding
C10orf91	chr10	134108683	134112902	protein_coding
C10orf92	chr10	134471887	134521226	protein_coding
C10orf93	chr10	134592705	134606079	protein_coding
C10orf95	chr10	104199584	104201290	protein_coding
C10orf96	chr10	118073930	118129530	protein_coding
C10orf97	chr10	15860175	15942525	protein_coding
C10orf99	chr10	85923534	85935027	protein_coding
C11orf1	chr11	111255475	111261774	protein_coding
C11orf10	chr11	61313179	61316658	protein_coding
C11orf16	chr11	8898200	8911129	protein_coding
C11orf17	chr11	8889277	8898202	protein_coding
C11orf2	chr11	64620259	64635756	protein_coding
C11orf21	chr11	2273446	2279868	protein_coding
C11orf24	chr11	67785383	67795997	protein_coding
C11orf30	chr11	75833717	75940234	protein_coding
C11orf31	chr11	57265644	57266265	protein_coding
C11orf34	chr11	111628293	111636522	protein_coding
C11orf35	chr11	544858	550779	protein_coding
C11orf38	chr11	125151268	125153924	protein_coding
C11orf40	chr11	4549229	4555626	protein_coding
C11orf41	chr11	33520397	33652224	protein_coding
C11orf42	chr11	6183374	6188935	protein_coding
C11orf44	chr11	130048061	130092457	protein_coding
C11orf45	chr11	128274678	128280802	protein_coding
C11orf46	chr11	30301232	30316344	protein_coding
C11orf47	chr11	6475107	6498664	protein_coding
C11orf48	chr11	62186866	62195817	protein_coding
C11orf49	chr11	46914827	47142503	protein_coding
C11orf51	chr11	71498283	71501474	protein_coding
C11orf52	chr11	111294873	111302804	protein_coding
C11orf53	chr11	110631916	110662180	protein_coding
C11orf54	chr11	93114441	93135868	protein_coding
C11orf55	chr11	36247410	36251485	protein_coding
C11orf57	chr11	111450178	111461082	protein_coding
C11orf58	chr11	16716770	16734149	protein_coding
C11orf59	chr11	71485987	71491970	protein_coding
C11orf60	chr11	117920471	117941960	protein_coding
C11orf61	chr11	124141604	124175509	protein_coding
C11orf63	chr11	122258683	122335639	protein_coding
C11orf64	chr11	60139800	60211195	protein_coding
C11orf65	chr11	107707140	107843438	protein_coding
C11orf66	chr11	61005168	61014975	protein_coding
C11orf67	chr11	77209849	77265745	protein_coding
C11orf68	chr11	65440861	65443107	protein_coding
C11orf70	chr11	101423399	101460501	protein_coding
C11orf71	chr11	113767380	113776349	protein_coding
C11orf72	chr11	67126927	67130753	protein_coding
C11orf73	chr11	85690936	85734632	protein_coding
C11orf74	chr11	36572646	36637397	protein_coding
C11orf75	chr11	92851289	92916194	protein_coding
C11orf76	chr11	70387036	70388867	protein_coding
C11orf79	chr11	60954173	60970801	protein_coding
C11orf80	chr11	66268783	66367375	protein_coding
C11orf81	chr11	1532413	1533286	protein_coding
C11orf82	chr11	82303402	82323345	protein_coding
C11orf83	chr11	62195702	62196424	protein_coding
C11orf84	chr11	63337436	63351727	protein_coding
C11orf85	chr11	64462279	64496133	protein_coding
C11orf86	chr11	66499324	66500298	protein_coding
C11orf87	chr11	108798085	108801515	protein_coding
C11orf88	chr11	110890720	110912965	protein_coding
C11orf89	chr11	1866951	1868660	protein_coding
C11orf9	chr11	61276697	61312565	protein_coding
C11orf90	chr11	93191046	93223345	protein_coding
C11orf91	chr11	33676484	33678862	protein_coding
C12orf10	chr12	51979778	51987221	protein_coding
C12orf11	chr12	26949385	26982168	protein_coding
C12orf12	chr12	89871430	89872650	protein_coding
C12orf23	chr12	105873815	105891889	protein_coding
